year,month,tmax(degC),tmin(degC),af(days),rain(mm),sun(hours),station,latitude,longitude
1996,12,5.908616686272487,1.1433868790987123,12.666666666666666,37.11500417729623,32.9,cwmystwyth,52.358,3.802
1997,1,5.1,0.7,19.0,8.2,19.4,cwmystwyth,52.358,3.802
1997,2,7.9,2.5,4.0,265.3,5.9,cwmystwyth,52.358,3.802
1997,3,10.2,4.865760002458879,3.5,94.9,112.0,cwmystwyth,52.358,3.802
1997,4,12.0,3.3,3.0,47.6,142.2,cwmystwyth,52.358,3.802
1997,5,15.3,6.1,3.0,158.3,205.0,cwmystwyth,52.358,3.802
1997,6,16.0,8.9,0.0,170.1,109.3,cwmystwyth,52.358,3.802
1997,7,19.0,9.9,0.0,106.7,189.0,cwmystwyth,52.358,3.802
1997,8,20.8,12.9,0.0,163.9,152.8,cwmystwyth,52.358,3.802
1997,9,15.9,9.5,0.0,79.9,107.5,cwmystwyth,52.358,3.802
1997,10,13.3,5.8,5.0,128.6,119.6,cwmystwyth,52.358,3.802
1997,11,10.1,5.3,0.0,263.7,33.8,cwmystwyth,52.358,3.802
1997,12,7.9,2.2,9.0,157.8,42.3,cwmystwyth,52.358,3.802
1998,1,6.8,1.8,13.0,224.2,37.7,cwmystwyth,52.358,3.802
1998,2,9.3,3.6,3.0,71.7,51.3,cwmystwyth,52.358,3.802
1998,3,9.6,3.9,2.0,287.0,59.0,cwmystwyth,52.358,3.802
1998,4,9.4,2.9,7.0,186.3,119.5,cwmystwyth,52.358,3.802
1998,5,16.8,7.0,0.0,56.4,221.2,cwmystwyth,52.358,3.802
1998,6,15.3,9.5,0.0,230.8,98.9,cwmystwyth,52.358,3.802
1998,7,15.9,10.3,0.0,172.5,83.1,cwmystwyth,52.358,3.802
1998,8,17.6,9.8,0.0,162.0,133.5,cwmystwyth,52.358,3.802
1998,9,16.2,9.9,0.0,233.1,91.7,cwmystwyth,52.358,3.802
1998,10,12.2,6.2,1.0,354.4,67.8,cwmystwyth,52.358,3.802
1998,11,8.3,2.8,6.0,157.1,36.0,cwmystwyth,52.358,3.802
1998,12,7.7,1.9,11.0,149.0,21.4,cwmystwyth,52.358,3.802
1999,1,7.4,1.9,7.0,302.4,22.2,cwmystwyth,52.358,3.802
1999,2,6.5,1.7,7.0,234.8,34.6,cwmystwyth,52.358,3.802
1999,3,9.1,3.0,5.0,157.5,62.3,cwmystwyth,52.358,3.802
1999,4,10.8,4.4,5.0,157.5,95.3,cwmystwyth,52.358,3.802
1999,5,14.9,7.7,0.0,98.2,77.3,cwmystwyth,52.358,3.802
1999,6,16.2,7.6,0.0,114.2,121.0,cwmystwyth,52.358,3.802
1999,7,20.2,11.6,0.0,36.2,187.2,cwmystwyth,52.358,3.802
1999,8,18.5,10.4,0.0,115.9,105.9,cwmystwyth,52.358,3.802
1999,9,17.7,9.3,0.0,199.0,132.2,cwmystwyth,52.358,3.802
1999,10,12.4,6.3,1.0,213.7,93.3,cwmystwyth,52.358,3.802
1999,11,9.0,4.0,4.0,191.2,51.4,cwmystwyth,52.358,3.802
1999,12,7.4,1.4,7.0,347.4,15.9,cwmystwyth,52.358,3.802
2000,1,6.2,1.0,15.0,176.1,29.0,cwmystwyth,52.358,3.802
2000,2,7.4,2.4,4.0,272.0,55.5,cwmystwyth,52.358,3.802
2000,3,9.0,2.6,5.0,130.7,80.4,cwmystwyth,52.358,3.802
2000,4,10.2,2.3,8.0,171.2,124.8,cwmystwyth,52.358,3.802
2000,5,15.0,6.4,0.0,144.0,171.7,cwmystwyth,52.358,3.802
2000,6,16.7,9.4,0.0,140.6,119.5,cwmystwyth,52.358,3.802
2000,7,17.9,9.8,0.0,166.8,158.8,cwmystwyth,52.358,3.802
2000,8,18.2,10.9,0.0,147.1,133.3,cwmystwyth,52.358,3.802
2000,9,16.8,9.8,0.0,188.9,93.6,cwmystwyth,52.358,3.802
2000,10,11.8,5.7,0.0,352.5,39.6,cwmystwyth,52.358,3.802
2000,11,8.2,3.5,1.0,424.4,15.2,cwmystwyth,52.358,3.802
2000,12,7.1,2.4,7.0,245.5,11.1,cwmystwyth,52.358,3.802
2001,1,5.4,0.1,12.0,116.7,35.0,cwmystwyth,52.358,3.802
2001,2,6.8,0.2,16.0,156.7,68.1,cwmystwyth,52.358,3.802
2001,3,7.2,0.9,14.0,115.3,81.0,cwmystwyth,52.358,3.802
2001,4,9.5,2.1,8.0,187.3,96.4,cwmystwyth,52.358,3.802
2001,5,16.4,6.5,1.0,84.0,161.9,cwmystwyth,52.358,3.802
2001,6,16.4,7.8,0.0,64.3,124.0,cwmystwyth,52.358,3.802
2001,7,18.6,10.8,0.0,155.3,105.7,cwmystwyth,52.358,3.802
2001,8,18.2,10.9,0.0,172.6,126.7,cwmystwyth,52.358,3.802
2001,9,15.1,8.2,0.0,167.4,90.9,cwmystwyth,52.358,3.802
2001,10,14.7,9.0,0.0,245.1,70.1,cwmystwyth,52.358,3.802
2001,11,10.2,3.7,4.0,311.6,32.5,cwmystwyth,52.358,3.802
2001,12,6.5,0.5,13.0,107.2,50.8,cwmystwyth,52.358,3.802
2002,1,8.0,2.3,9.0,211.6,20.8,cwmystwyth,52.358,3.802
2002,2,8.6,2.9,5.0,401.3,38.2,cwmystwyth,52.358,3.802
2002,3,9.6,3.1,5.0,88.8,73.5,cwmystwyth,52.358,3.802
2002,4,12.3,3.9,2.0,133.9,140.1,cwmystwyth,52.358,3.802
2002,5,13.9,6.7,0.0,119.7,157.6,cwmystwyth,52.358,3.802
2002,6,14.9,8.8,0.0,76.4,110.0,cwmystwyth,52.358,3.802
2002,7,16.7,9.8,0.0,107.2,124.4,cwmystwyth,52.358,3.802
2002,8,18.2,10.6,0.0,79.1,138.2,cwmystwyth,52.358,3.802
2002,9,16.9,8.7,0.0,80.5,152.6,cwmystwyth,52.358,3.802
2002,10,12.4,6.0,1.0,222.2,81.7,cwmystwyth,52.358,3.802
2002,11,10.3,5.5,0.0,290.9,53.95,cwmystwyth,52.358,3.802
2002,12,7.1,3.1,3.0,246.8,26.2,cwmystwyth,52.358,3.802
2003,1,7.4103402750030085,1.3,9.0,179.6,50.6,cwmystwyth,52.358,3.802
2003,2,6.5,0.6,12.0,73.6,91.9,cwmystwyth,52.358,3.802
2003,3,11.3,2.9,5.0,98.1,167.1,cwmystwyth,52.358,3.802
2003,4,13.5,4.3,4.0,65.3,189.4,cwmystwyth,52.358,3.802
2003,5,13.4,6.5,1.0,178.6,148.7,cwmystwyth,52.358,3.802
2003,6,18.1,9.8,0.0,54.9,177.9,cwmystwyth,52.358,3.802
2003,7,18.5,12.0,0.0,135.2,102.5,cwmystwyth,52.358,3.802
2003,8,20.3,11.7,0.0,40.3,172.8,cwmystwyth,52.358,3.802
2003,9,17.2,7.6,0.0,61.0,116.7,cwmystwyth,52.358,3.802
2003,10,11.0,4.3,8.0,157.2,102.5,cwmystwyth,52.358,3.802
2003,11,10.1,4.3,3.0,170.4,44.3,cwmystwyth,52.358,3.802
2003,12,7.4,1.5,12.0,238.7,37.6,cwmystwyth,52.358,3.802
2004,1,6.8,1.6,8.0,264.9,13.6,cwmystwyth,52.358,3.802
2004,2,6.9,0.8,15.0,141.3,97.7,cwmystwyth,52.358,3.802
2004,3,9.837287467832029,1.6,10.0,89.0,111.1,cwmystwyth,52.358,3.802
2004,4,11.3,4.4,2.0,87.3,112.0,cwmystwyth,52.358,3.802
2004,5,14.4,5.8,0.0,97.3,199.5,cwmystwyth,52.358,3.802
2004,6,16.9,9.4,0.0,98.4,158.8,cwmystwyth,52.358,3.802
2004,7,16.5,10.0,0.0,142.6,139.0,cwmystwyth,52.358,3.802
2004,8,18.9,12.0,0.0,179.3,150.2,cwmystwyth,52.358,3.802
2004,9,16.2,9.8,0.0,283.5,117.1,cwmystwyth,52.358,3.802
2004,10,12.0,6.4,0.0,333.3,96.2,cwmystwyth,52.358,3.802
2004,11,9.4,4.5,5.0,154.5,30.3,cwmystwyth,52.358,3.802
2004,12,7.9,2.7,6.0,209.0,30.2,cwmystwyth,52.358,3.802
2005,1,7.7,2.8,3.0,170.5,37.3,cwmystwyth,52.358,3.802
2005,2,6.954323850824428,2.0524685165988177,6.5,146.8,52.35,cwmystwyth,52.358,3.802
2005,3,9.3,2.9,10.0,87.8,67.4,cwmystwyth,52.358,3.802
2005,4,11.2,3.9,3.0,129.3,138.8,cwmystwyth,52.358,3.802
2005,5,13.9,5.5,1.0,71.8,189.3,cwmystwyth,52.358,3.802
2005,6,17.8,9.8,0.0,94.1,172.85000000000002,cwmystwyth,52.358,3.802
2005,7,18.5,11.3,0.0,104.1,156.4,cwmystwyth,52.358,3.802
2005,8,18.5,9.9,0.0,115.4,168.7,cwmystwyth,52.358,3.802
2005,9,17.0,9.4,0.0,149.1,116.5,cwmystwyth,52.358,3.802
2005,10,14.2,8.8,0.0,191.8,83.0,cwmystwyth,52.358,3.802
2005,11,9.3,1.7,13.0,249.9,80.6,cwmystwyth,52.358,3.802
2005,12,7.0,1.9,10.0,226.2,26.3,cwmystwyth,52.358,3.802
2006,1,5.9,1.4,15.0,97.2,54.6,cwmystwyth,52.358,3.802
2006,2,5.3,0.2,14.0,121.9,64.0,cwmystwyth,52.358,3.802
2006,3,6.9,0.9,12.0,196.3,84.2,cwmystwyth,52.358,3.802
2006,4,10.8,3.6,5.0,97.0,144.9,cwmystwyth,52.358,3.802
2006,5,14.3,6.2,1.0,190.3,158.3,cwmystwyth,52.358,3.802
2006,6,19.23937527767145,11.020781280124737,0.8,30.0,146.28,cwmystwyth,52.358,3.802
2006,7,23.01610773791728,13.357937002461675,0.6,51.8,134.26000000000002,cwmystwyth,52.358,3.802
2006,8,18.231188056565347,12.500661940780194,0.3999999999999999,170.2,122.24000000000001,cwmystwyth,52.358,3.802
2006,9,19.4763992545133,12.389856714549568,0.19999999999999996,72.6,110.22,cwmystwyth,52.358,3.802
2006,10,14.5,8.5,0.0,205.6,98.2,cwmystwyth,52.358,3.802
2006,11,10.5,3.2,6.0,228.9,71.1,cwmystwyth,52.358,3.802
2006,12,8.3,3.0,7.0,304.2,31.0,cwmystwyth,52.358,3.802
2007,1,8.7,3.4,5.0,223.0,31.1,cwmystwyth,52.358,3.802
2007,2,7.9,2.1,8.0,165.2,75.1,cwmystwyth,52.358,3.802
2007,3,9.5,2.2,6.0,117.2,131.4,cwmystwyth,52.358,3.802
2007,4,15.8,4.4,3.0,18.8,232.5,cwmystwyth,52.358,3.802
2007,5,14.5,6.0,2.0,192.5,176.4,cwmystwyth,52.358,3.802
2007,6,18.0,10.0,0.0,159.3,112.3,cwmystwyth,52.358,3.802
2007,7,16.3,9.6,0.0,260.8,145.3,cwmystwyth,52.358,3.802
2007,8,17.5,8.7,0.0,89.1,161.0,cwmystwyth,52.358,3.802
2007,9,15.7,8.5,0.0,148.3,113.4,cwmystwyth,52.358,3.802
2007,10,13.5,6.6,1.0,77.8,102.8,cwmystwyth,52.358,3.802
2007,11,9.7,3.8,7.0,118.5,37.0,cwmystwyth,52.358,3.802
2007,12,7.3,1.6,14.0,224.3,45.0,cwmystwyth,52.358,3.802
2008,1,8.1,2.8,4.0,348.9,27.0,cwmystwyth,52.358,3.802
2008,2,9.6,0.9,13.0,84.2,114.9,cwmystwyth,52.358,3.802
2008,3,7.8,1.2,8.0,209.3,95.4,cwmystwyth,52.358,3.802
2008,4,10.0,2.6,9.0,127.2,139.4,cwmystwyth,52.358,3.802
2008,5,17.2,7.4,0.0,66.0,201.5,cwmystwyth,52.358,3.802
2008,6,15.5,7.4,0.0,113.9,183.6,cwmystwyth,52.358,3.802
2008,7,17.5,10.6,0.0,186.1,124.4,cwmystwyth,52.358,3.802
2008,8,16.7,11.5,0.0,231.0,66.1,cwmystwyth,52.358,3.802
2008,9,15.5,7.8,0.0,162.2,96.3,cwmystwyth,52.358,3.802
2008,10,11.5,5.6,1.0,317.6,79.1,cwmystwyth,52.358,3.802
2008,11,8.7,3.8,5.0,237.3,38.9,cwmystwyth,52.358,3.802
2008,12,5.9,0.3,19.0,140.1,57.2,cwmystwyth,52.358,3.802
2009,1,5.8,0.7,15.0,167.1,42.0,cwmystwyth,52.358,3.802
2009,2,5.5,0.8,11.0,35.1,26.2,cwmystwyth,52.358,3.802
2009,3,8.7,2.0,6.0,110.8,93.0,cwmystwyth,52.358,3.802
2009,4,12.5,3.5,6.0,78.6,135.7,cwmystwyth,52.358,3.802
2009,5,14.1,6.1,0.0,126.1,152.2,cwmystwyth,52.358,3.802
2009,6,18.2,9.0,0.0,99.9,182.4,cwmystwyth,52.358,3.802
2009,7,17.7,11.0,0.0,219.9,128.7,cwmystwyth,52.358,3.802
2009,8,17.8,11.1,0.0,140.7,140.1,cwmystwyth,52.358,3.802
2009,9,15.7,8.8,0.0,86.3,57.2,cwmystwyth,52.358,3.802
2009,10,13.9,6.9,3.0,126.6,78.9,cwmystwyth,52.358,3.802
2009,11,9.4,4.9,0.0,425.4,34.0,cwmystwyth,52.358,3.802
2009,12,5.2,0.2,13.0,167.7,36.7,cwmystwyth,52.358,3.802
2010,1,3.4,2.3,22.0,127.9,32.9,cwmystwyth,52.358,3.802
2010,2,4.8,1.6,19.0,70.4,72.2,cwmystwyth,52.358,3.802
2010,3,8.7,0.8,16.0,102.0,119.3,cwmystwyth,52.358,3.802
2010,4,13.0,3.8,4.0,56.8,194.3,cwmystwyth,52.358,3.802
2010,5,14.2,4.7,4.0,71.5,207.3,cwmystwyth,52.358,3.802
2010,6,18.8,8.0,0.0,80.5,220.0,cwmystwyth,52.358,3.802
2010,7,17.3,11.9,0.0,209.3,80.3,cwmystwyth,52.358,3.802
2010,8,16.6,9.3,0.0,88.8,130.5,cwmystwyth,52.358,3.802
2010,9,16.3,8.7,1.0,181.2,135.5,cwmystwyth,52.358,3.802
2010,10,12.5,5.2,5.0,108.0,117.2,cwmystwyth,52.358,3.802
2010,11,7.1,0.5,11.0,154.9,73.3,cwmystwyth,52.358,3.802
2010,12,3.1,3.7,23.0,82.6,52.4,cwmystwyth,52.358,3.802
2011,1,5.8,0.3,16.0,191.4,44.7,cwmystwyth,52.358,3.802
2011,2,8.3,3.1,5.0,165.8,43.5,cwmystwyth,52.358,3.802
2011,3,10.3,1.4,12.0,35.5,145.0,cwmystwyth,52.358,3.802
2011,4,15.603113971728511,7.102683249182009,11.953947368421053,13.25528993788541,144.7858208955224,cwmystwyth,52.358,3.802
2011,5,15.744580272544129,8.321908172132549,11.907894736842104,45.11354603548051,144.57164179104478,cwmystwyth,52.358,3.802
2011,6,16.999601550209984,9.242921927871095,11.861842105263158,54.94276140234221,144.35746268656717,cwmystwyth,52.358,3.802
2011,7,18.519488413940717,11.063273742829445,11.81578947368421,50.39453570540432,144.14328358208957,cwmystwyth,52.358,3.802
2011,8,18.67971468647925,11.508849161886296,11.769736842105264,50.331829041010245,143.92910447761193,cwmystwyth,52.358,3.802
2011,9,18.217102884430002,11.480542601435653,11.723684210526315,47.31469039110133,143.71492537313432,cwmystwyth,52.358,3.802
2011,10,15.556512390782569,9.69098360655738,11.677631578947368,65.09151687543844,143.5007462686567,cwmystwyth,52.358,3.802
2011,11,12.482266190166172,7.261550154098924,11.631578947368421,54.75170375006649,143.2865671641791,cwmystwyth,52.358,3.802
2011,12,9.335796354715319,4.418925945899126,11.585526315789474,108.97708187221124,143.0723880597015,cwmystwyth,52.358,3.802
2012,1,8.597281264756756,3.622438367417653,11.539473684210526,59.76332697192161,142.8582089552239,cwmystwyth,52.358,3.802
2012,2,7.577161925412214,2.0458731387281466,11.493421052631579,31.000785443450063,142.64402985074628,cwmystwyth,52.358,3.802
2012,3,12.214914344471863,4.838812809629857,11.447368421052632,21.24328042091501,142.42985074626867,cwmystwyth,52.358,3.802
2012,4,10.3934356375057,3.919057691394215,11.401315789473685,102.91815014236356,142.21567164179103,cwmystwyth,52.358,3.802
2012,5,15.245838910047032,7.725885544878694,11.355263157894736,55.30625197338829,142.00149253731342,cwmystwyth,52.358,3.802
2012,6,16.423101565577966,10.415444539756967,11.30921052631579,124.85269680094582,141.78731343283582,cwmystwyth,52.358,3.802
2012,7,17.748689390785366,11.595790151640044,11.263157894736842,97.51122812507862,141.5731343283582,cwmystwyth,52.358,3.802
2012,8,19.209810079717904,12.780310125821842,11.217105263157896,95.64976039923225,141.3589552238806,cwmystwyth,52.358,3.802
2012,9,16.03901105656255,9.262909521720545,11.171052631578947,98.1023652717198,141.144776119403,cwmystwyth,52.358,3.802
2012,10,12.747728472953757,6.993237390573006,11.125,111.82267559313436,140.93059701492538,cwmystwyth,52.358,3.802
2012,11,9.726482241601405,3.7425577067621947,11.078947368421053,132.96978850866353,140.71641791044777,cwmystwyth,52.358,3.802
2012,12,8.178056341806219,2.823797735039275,11.032894736842106,157.7080441591902,140.50223880597014,cwmystwyth,52.358,3.802
2013,1,6.520781280124735,2.137453442008235,10.986842105263158,76.54607529751033,140.28805970149253,cwmystwyth,52.358,3.802
2013,2,6.487602930533942,1.2991708276634824,10.94078947368421,56.95869841598047,140.07388059701492,cwmystwyth,52.358,3.802
2013,3,6.283393082173985,1.0039773727461467,10.894736842105264,51.67539544604878,139.8597014925373,cwmystwyth,52.358,3.802
2013,4,10.932415678691882,3.4695048995912163,10.848684210526315,25.45937097463734,139.6455223880597,cwmystwyth,52.358,3.802
2013,5,13.285845113122305,6.07941570942784,10.802631578947368,70.6036357844795,139.4313432835821,cwmystwyth,52.358,3.802
2013,6,16.92459267869468,9.378950758200222,10.756578947368421,38.56287152089907,139.2171641791045,cwmystwyth,52.358,3.802
2013,7,22.142225758409783,13.074973385454076,10.710526315789474,44.272347277213115,139.00298507462688,cwmystwyth,52.358,3.802
2013,8,19.557771028285472,12.552468516598818,10.664473684210526,70.73986872951521,138.78880597014924,cwmystwyth,52.358,3.802
2013,9,17.286840259635028,10.712229837909735,10.618421052631579,51.436303637740494,138.57462686567163,cwmystwyth,52.358,3.802
2013,10,15.17467566578278,10.161782629712732,10.572368421052632,125.85252663550267,138.36044776119402,cwmystwyth,52.358,3.802
2013,11,9.844877992215425,4.362777776225456,10.526315789473685,81.06070379756746,138.14626865671642,cwmystwyth,52.358,3.802
2013,12,9.714550123362965,3.8430226579898137,10.480263157894736,121.47258827507032,137.9320895522388,cwmystwyth,52.358,3.802
2014,1,8.485116670904508,3.183028861065088,10.43421052631579,163.45930475261778,137.7179104477612,cwmystwyth,52.358,3.802
2014,2,8.633310095085882,3.587602930533942,10.388157894736842,135.67551992668095,137.5037313432836,cwmystwyth,52.358,3.802
2014,3,11.132415678691881,3.62837180450813,10.342105263157896,46.54237706315128,137.28955223880598,cwmystwyth,52.358,3.802
2014,4,13.468444509021007,6.376565228689506,10.296052631578947,50.5290175390558,137.07537313432834,cwmystwyth,52.358,3.802
2014,5,15.196518593857842,8.571460963935547,10.25,73.00153875385269,136.86119402985074,cwmystwyth,52.358,3.802
2014,6,18.276531000008394,10.72850355000322,10.203947368421053,54.32904687792524,136.64701492537313,cwmystwyth,52.358,3.802
2014,7,20.817002154311286,12.776332753075698,10.157894736842106,25.690478000039153,136.43283582089552,cwmystwyth,52.358,3.802
2014,8,18.15627991516876,11.420417059015836,10.111842105263158,103.33396002090075,136.2186567164179,cwmystwyth,52.358,3.802
2014,9,18.80672712336576,10.837220966394426,10.06578947368421,14.308718673771331,136.0044776119403,cwmystwyth,52.358,3.802
2014,10,15.104109118241237,9.277459645083509,10.019736842105264,95.52379438202577,135.7902985074627,cwmystwyth,52.358,3.802
2014,11,11.210340275003007,5.79781146004186,9.973684210526315,106.91396194888354,135.57611940298509,cwmystwyth,52.358,3.802
2014,12,8.703512421518528,3.480046634831664,9.927631578947368,80.369608563597,135.36194029850745,cwmystwyth,52.358,3.802
2015,1,7.751705845699904,2.4388128096298574,9.881578947368421,86.06449004853515,135.14776119402984,cwmystwyth,52.358,3.802
2015,2,7.067847812298298,1.77928396393275,9.835526315789474,49.03081251903562,134.93358208955223,cwmystwyth,52.358,3.802
2015,3,9.410936971725716,3.115080318648068,9.789473684210527,52.27695920779466,134.71940298507462,cwmystwyth,52.358,3.802
2015,4,13.454688071933328,4.601323881560389,9.743421052631579,20.537692344231537,134.50522388059701,cwmystwyth,52.358,3.802
2015,5,13.654920547547135,7.296684568034049,9.697368421052632,79.32932517805929,134.2910447761194,cwmystwyth,52.358,3.802
2015,6,17.750048758406987,9.663041267215634,9.651315789473685,39.97685526437119,134.0768656716418,cwmystwyth,52.358,3.802
2015,7,18.717997300824006,11.663273742829444,9.605263157894736,82.98975710210219,133.8626865671642,cwmystwyth,52.358,3.802
2015,8,18.642094012914693,11.46214685082163,9.55921052631579,79.53730926242099,133.64850746268655,cwmystwyth,52.358,3.802
2015,9,16.427973354718112,9.07199115922065,9.513157894736842,52.15637617460261,133.43432835820894,cwmystwyth,52.358,3.802
2015,10,14.266720920290489,7.841430814754383,9.467105263157894,59.17129512946825,133.22014925373134,cwmystwyth,52.358,3.802
2015,11,12.590453411272275,7.064400634837257,9.421052631578947,128.28282418752326,133.00597014925373,cwmystwyth,52.358,3.802
2015,12,12.15478880205205,7.4406681438554685,9.375,162.6099461561892,132.79179104477612,cwmystwyth,52.358,3.802
2016,1,8.853065213321527,3.539045285243667,9.328947368421053,132.75655164898453,132.5776119402985,cwmystwyth,52.358,3.802
2016,2,8.087967151642841,2.4014246116791074,9.282894736842106,74.622147214065,132.3634328358209,cwmystwyth,52.358,3.802
2016,3,9.116041236479674,2.600297719671295,9.236842105263158,66.18028455909277,132.1492537313433,cwmystwyth,52.358,3.802
2016,4,10.917532349596389,4.032116701640467,9.19078947368421,60.426999863085214,131.93507462686568,cwmystwyth,52.358,3.802
2016,5,16.153793655539324,7.985414390575803,9.144736842105264,55.07624808948094,131.72089552238805,cwmystwyth,52.358,3.802
2016,6,18.087436956357735,11.515444539756967,9.098684210526315,92.85534987300463,131.50671641791044,cwmystwyth,52.358,3.802
2016,7,19.279249735251636,12.546004884223237,9.052631578947368,45.210223897487126,131.29253731343283,cwmystwyth,52.358,3.802
2016,8,19.942094012914694,12.863506218443254,9.006578947368421,44.51191968414628,131.07835820895522,cwmystwyth,52.358,3.802
2016,9,18.623101565577965,12.119654388116924,8.960526315789474,81.25935700374713,130.8641791044776,cwmystwyth,52.358,3.802
2016,10,14.210572750616818,7.7830288610650875,8.914473684210527,33.38420954100042,130.65,cwmystwyth,52.358,3.802
2016,11,9.28624356291232,3.903678395694733,8.868421052631579,80.27988135920022,130.4358208955224,cwmystwyth,52.358,3.802
2016,12,9.722373123360168,3.9211797299147517,8.822368421052632,45.82981471805353,130.22164179104476,cwmystwyth,52.358,3.802
2017,1,7.654192105329339,2.7027839793007304,8.776315789473685,58.34536180414494,130.00746268656715,cwmystwyth,52.358,3.802
2017,2,8.861252434427628,3.985879341803421,8.730263157894736,61.938652423809856,129.79328358208954,cwmystwyth,52.358,3.802
2017,3,11.68309536250269,4.94713177623105,8.68421052631579,89.04165616521432,129.57910447761193,cwmystwyth,52.358,3.802
2017,4,12.349583807179368,5.5976797145467705,8.638157894736842,18.74783493113746,129.36492537313433,cwmystwyth,52.358,3.802
2017,5,17.00185533422561,8.85906389446949,8.592105263157896,31.45013901035818,129.15074626865672,cwmystwyth,52.358,3.802
2017,6,18.82061530594853,11.831818981969171,8.546052631578947,82.5216244233516,128.9365671641791,cwmystwyth,52.358,3.802
2017,7,19.694497285456027,12.432945873976983,8.5,80.33539385336726,128.7223880597015,cwmystwyth,52.358,3.802
2017,8,18.463107768653238,11.746237359837046,8.453947368421053,84.3629464048708,128.5082089552239,cwmystwyth,52.358,3.802
2017,9,16.48150351926726,10.295193454917335,8.407894736842106,131.73120733639382,128.29402985074626,cwmystwyth,52.358,3.802
2017,10,15.008086490987383,9.848491143852671,8.361842105263158,35.223656349629955,128.07985074626865,cwmystwyth,52.358,3.802
2017,11,10.594198308404613,5.168114516593224,8.31578947368421,98.75418470075752,127.86567164179104,cwmystwyth,52.358,3.802
2017,12,8.366124223567777,3.3583354522516915,8.269736842105264,109.53306085440396,127.65149253731343,cwmystwyth,52.358,3.802
2018,1,8.327609133609215,3.0084849407773966,8.223684210526315,100.01253160913943,127.43731343283582,cwmystwyth,52.358,3.802
2018,2,6.310340275003009,0.9810075526632711,8.177631578947368,41.02849083649314,127.22313432835821,cwmystwyth,52.358,3.802
2018,3,7.905236010249048,1.747131776231049,8.131578947368421,95.2291681452528,127.00895522388059,cwmystwyth,52.358,3.802
2018,4,12.624228457585778,6.057937002461676,8.085526315789474,73.08824796653711,126.79477611940298,cwmystwyth,52.358,3.802
2018,5,16.718361521932906,7.67918323381403,8.039473684210527,39.91507067873383,126.58059701492537,cwmystwyth,52.358,3.802
2018,6,20.136524796933116,11.701556357174198,7.993421052631579,18.42858723563577,126.36641791044775,cwmystwyth,52.358,3.802
2018,7,22.334867709640196,13.003047470290909,7.947368421052632,44.11566500040521,126.15223880597014,cwmystwyth,52.358,3.802
2018,8,19.662213352259233,12.470334071927734,7.901315789473684,59.17175561001123,125.93805970149253,cwmystwyth,52.358,3.802
2018,9,16.70560023135795,10.024394431761984,7.855263157894737,91.58965846761686,125.72388059701493,cwmystwyth,52.358,3.802
2018,10,13.957406807176572,7.539045285243666,7.809210526315789,98.73824000312939,125.50970149253732,cwmystwyth,52.358,3.802
2018,11,10.939773727461466,5.611102945901922,7.7631578947368425,108.49461701598565,125.2955223880597,cwmystwyth,52.358,3.802
2018,12,9.815677015370778,5.2960878713113395,7.717105263157895,107.917038897753,125.08134328358209,cwmystwyth,52.358,3.802
2019,1,7.182266190166174,2.5614184086038336,7.671052631578948,46.61510756188409,124.86716417910448,cwmystwyth,52.358,3.802
2019,2,11.159893066806006,3.4758367864717084,7.625,46.117834959079374,124.65298507462686,cwmystwyth,52.358,3.802
2019,3,10.764234660661051,4.543154403484902,7.578947368421053,74.18428638089702,124.43880597014925,cwmystwyth,52.358,3.802
2019,4,13.591944524388989,5.4613176784851145,7.532894736842105,61.92663717877448,124.22462686567164,cwmystwyth,52.358,3.802
2019,5,15.00821823648247,7.199170827663483,7.486842105263158,19.464289007424178,124.01044776119403,cwmystwyth,52.358,3.802
2019,6,17.12571957070249,10.37407896906007,7.440789473684211,134.198718310528,123.79626865671642,cwmystwyth,52.358,3.802
2019,7,20.35107492029608,12.966124223567776,7.394736842105264,30.646293941942726,123.58208955223881,cwmystwyth,52.358,3.802
2019,8,20.24719827766865,13.224991128484692,7.348684210526316,74.72178732393208,123.36791044776119,cwmystwyth,52.358,3.802
2019,9,17.77752614652111,10.920184583402028,7.302631578947369,111.83947055914311,123.15373134328358,cwmystwyth,52.358,3.802
2019,10,13.246369105332136,7.392110498565193,7.256578947368421,134.00606504287703,122.93955223880597,cwmystwyth,52.358,3.802
2019,11,9.115444539756966,4.720417059015836,7.210526315789474,126.75473794801171,122.72537313432835,cwmystwyth,52.358,3.802
2019,12,8.874078969060072,3.6708642672128384,7.1644736842105265,106.84626097064184,122.51119402985074,cwmystwyth,52.358,3.802
2020,1,9.055915694059859,4.205998681147962,7.11842105263158,81.08301726522633,122.29701492537313,cwmystwyth,52.358,3.802
2020,2,9.329332722339737,3.760423262091111,7.072368421052632,142.64451237401786,122.08283582089553,cwmystwyth,52.358,3.802
2020,3,10.233310095085884,3.0987058764358633,7.026315789473684,45.57766697309508,121.86865671641792,cwmystwyth,52.358,3.802
2020,4,15.356047439554949,5.937220966394426,6.980263157894737,24.67343463160165,121.6544776119403,cwmystwyth,52.358,3.802
2020,5,17.464234660661052,7.724161956148174,6.934210526315789,8.092071799199216,121.44029850746269,cwmystwyth,52.358,3.802
2020,6,18.227443159433008,11.190453411272275,6.8881578947368425,111.94474596730264,121.22611940298508,cwmystwyth,52.358,3.802
